fiscal_code;final_rank;evaluation_date;is_consolidated
01071540312;1;01/07/2017;False
01071540312;1;01/07/2018;False
01071540312;1;01/07/2019;False
01071560310;1;01/07/2016;False
01071560310;1;01/07/2017;False
01071560310;1;01/07/2018;False
01071560310;1;01/07/2019;False
01071710311;4;01/07/2016;False
01071710311;7;01/07/2017;False
01071710311;7;01/07/2018;False
01071710311;7;01/07/2019;False
01071920324;1;01/07/2016;False
01071920324;1;01/07/2017;False
01071920324;1;01/07/2018;False
01071920324;1;01/07/2019;False
01072060328;1;01/07/2016;False
01072060328;1;01/07/2017;False
01072060328;1;01/07/2018;False
01072060328;1;01/07/2019;False
01072220310;1;01/07/2016;False
01072220310;1;01/07/2017;False
01072220310;1;01/07/2018;False
01072220310;1;01/07/2019;False
01072430075;1;01/07/2016;False
01072430075;1;01/07/2017;False
01072430075;1;01/07/2018;False
01072430075;1;01/07/2019;False
01072540329;5;01/07/2016;False
01072540329;5;01/07/2017;False
01072540329;7;01/07/2018;False
01072540329;5;01/07/2019;False
01072630328;4;01/07/2016;False
01072630328;4;01/07/2017;False
01072630328;1;01/07/2018;False
01072630328;1;01/07/2019;False
01072840323;1;01/07/2016;False
01072840323;1;01/07/2017;False
01072840323;1;01/07/2018;False
01072840323;1;01/07/2019;False
01072850314;5;01/07/2016;False
01072850314;8;01/07/2017;False
01072850314;8;01/07/2018;False
01072850314;7;01/07/2019;False
01072900325;4;01/07/2016;False
01072900325;3;01/07/2017;False
01072900325;6;01/07/2018;False
01072900325;4;01/07/2019;False
01072920323;1;01/07/2016;False
01072920323;1;01/07/2017;False
01072920323;1;01/07/2018;False
01072920323;1;01/07/2019;False
01072940313;3;01/07/2016;False
01072940313;4;01/07/2017;False
01072940313;6;01/07/2018;False
01072940313;6;01/07/2019;False
01072990326;3;01/07/2016;False
01072990326;3;01/07/2017;False
01072990326;6;01/07/2018;False
01072990326;6;01/07/2019;False
01073180315;4;01/07/2016;False
01073180315;4;01/07/2017;False
01073180315;6;01/07/2018;False
01073180315;5;01/07/2019;False
01073190314;1;01/07/2016;False
01073190314;1;01/07/2017;False
01073190314;1;01/07/2018;False
01073190314;1;01/07/2019;False
01073330324;5;01/07/2016;False
01073330324;6;01/07/2017;False
01073330324;6;01/07/2018;False
01073330324;6;01/07/2019;False
01073350322;1;01/07/2016;False
01073350322;1;01/07/2017;False
01073350322;1;01/07/2018;False
01073350322;1;01/07/2019;False
01073360313;1;01/07/2016;False
01073360313;1;01/07/2017;False
01073360313;1;01/07/2018;False
01073360313;1;01/07/2019;False
01073450320;1;01/07/2016;False
01073450320;1;01/07/2017;False
01073450320;1;01/07/2018;False
01073450320;1;01/07/2019;False
01073680322;5;01/07/2016;False
01073680322;6;01/07/2017;False
01073680322;8;01/07/2018;False
01073680322;9;01/07/2019;False
01073690313;6;01/07/2018;False
01073690313;6;01/07/2019;False
01073720938;7;01/07/2016;False
01073720938;7;01/07/2017;False
01073720938;7;01/07/2018;False
01073720938;7;01/07/2019;False
01073790931;1;01/07/2016;False
01073790931;1;01/07/2017;False
01073790931;1;01/07/2018;False
01073790931;1;01/07/2019;False
01073910323;7;01/07/2016;False
01073910323;6;01/07/2017;False
01073910323;6;01/07/2018;False
01073910323;6;01/07/2019;False
01074080316;1;01/07/2016;False
01074080316;1;01/07/2017;False
01074080316;1;01/07/2018;False
01074080316;1;01/07/2019;False
01074080324;4;01/07/2016;False
01074080324;4;01/07/2017;False
01074080324;4;01/07/2018;False
01074080324;5;01/07/2019;False
01074090315;5;01/07/2016;False
01074090315;6;01/07/2017;False
01074090315;6;01/07/2018;False
01074090315;6;01/07/2019;False
01074300938;9;01/07/2016;False
01074300938;9;01/07/2017;False
01074300938;9;01/07/2018;False
01074300938;9;01/07/2019;False
01074320324;3;01/07/2016;False
01074320324;3;01/07/2017;False
01074320324;4;01/07/2018;False
01074320324;4;01/07/2019;False
01074350313;8;01/07/2016;False
01074350313;8;01/07/2017;False
01074350313;8;01/07/2018;False
01074350313;8;01/07/2019;False
01074360312;1;01/07/2016;False
01074360312;1;01/07/2017;False
01074360312;1;01/07/2018;False
01074360312;1;01/07/2019;False
01074380310;1;01/07/2016;False
01074380310;1;01/07/2017;False
01074380310;1;01/07/2018;False
01074380310;1;01/07/2019;False
01074400936;7;01/07/2016;False
01074400936;7;01/07/2017;False
01074400936;7;01/07/2018;False
01074400936;7;01/07/2019;False
01074440932;8;01/07/2016;False
01074440932;7;01/07/2017;False
01074440932;7;01/07/2018;False
01074440932;7;01/07/2019;False
01074520311;8;01/07/2016;False
01074520311;8;01/07/2017;False
01074520311;8;01/07/2018;False
01074520311;8;01/07/2019;False
01074610252;5;01/07/2016;False
01074610252;5;01/07/2017;False
01074610252;5;01/07/2018;False
01074610252;6;01/07/2019;False
01074950328;7;01/07/2016;False
01074950328;8;01/07/2017;False
01074950328;8;01/07/2018;False
01074950328;5;01/07/2019;False
01075080323;1;01/07/2016;False
01075080323;1;01/07/2017;False
01075080323;1;01/07/2018;False
01075080323;1;01/07/2019;False
01075090306;8;01/07/2018;False
01075090306;7;01/07/2019;False
01075140937;7;01/07/2016;False
01075140937;8;01/07/2017;False
01075140937;7;01/07/2018;False
01075140937;7;01/07/2019;False
01075150316;3;01/07/2016;False
01075150316;3;01/07/2017;False
01075150316;4;01/07/2018;False
01075150316;4;01/07/2019;False
01075330934;6;01/07/2016;False
01075330934;7;01/07/2017;False
01075330934;7;01/07/2018;False
01075330934;6;01/07/2019;False
01075420933;7;01/07/2016;False
01075420933;7;01/07/2017;False
01075420933;7;01/07/2018;False
01075420933;7;01/07/2019;False
01075450310;9;01/07/2016;False
01075450310;9;01/07/2017;False
01075450310;9;01/07/2018;False
01075450310;9;01/07/2019;False
01075470326;1;01/07/2016;False
01075470326;1;01/07/2017;False
01075470326;1;01/07/2018;False
01075470326;1;01/07/2019;False
01075530301;7;01/07/2016;False
01075530301;7;01/07/2017;False
01075530301;8;01/07/2018;False
01075530301;5;01/07/2019;False
01075570935;5;01/07/2016;False
01075570935;6;01/07/2017;False
01075570935;6;01/07/2018;False
01075570935;6;01/07/2019;False
01075640324;1;01/07/2016;False
01075640324;1;01/07/2017;False
01075640324;1;01/07/2018;False
01075640324;1;01/07/2019;False
01075700318;1;01/07/2016;False
01075700318;1;01/07/2017;False
01075700318;1;01/07/2018;False
01075700318;1;01/07/2019;False
01075720936;7;01/07/2016;False
01075720936;7;01/07/2017;False
01075720936;7;01/07/2018;False
01075720936;7;01/07/2019;False
01075860310;4;01/07/2016;False
01075860310;4;01/07/2017;False
01075860310;4;01/07/2018;False
01075860310;4;01/07/2019;False
01075910321;2;01/07/2016;False
01075910321;2;01/07/2017;False
01075910321;1;01/07/2018;False
01075910321;1;01/07/2019;False
01075960318;7;01/07/2016;False
01075960318;7;01/07/2017;False
01075960318;7;01/07/2018;False
01075960318;7;01/07/2019;False
01076090313;7;01/07/2016;False
01076090313;7;01/07/2017;False
01076090313;6;01/07/2018;False
01076090313;7;01/07/2019;False
01076090321;2;01/07/2016;False
01076090321;5;01/07/2017;False
01076090321;7;01/07/2018;False
01076090321;7;01/07/2019;False
01076150315;1;01/07/2016;False
01076150315;1;01/07/2017;False
01076150315;1;01/07/2018;False
01076150315;1;01/07/2019;False
01076180312;7;01/07/2016;False
01076180312;8;01/07/2017;False
01076180312;9;01/07/2018;False
01076180312;8;01/07/2019;False
01076220308;1;01/07/2016;False
01076220308;1;01/07/2017;False
01076220308;1;01/07/2018;False
01076220308;1;01/07/2019;False
01076220316;5;01/07/2016;False
01076220316;1;01/07/2017;False
01076220316;1;01/07/2018;False
01076220316;1;01/07/2019;False
01076230323;8;01/07/2016;False
01076230323;8;01/07/2017;False
01076230323;8;01/07/2018;False
01076230323;8;01/07/2019;False
01076460318;5;01/07/2016;False
01076460318;6;01/07/2017;False
01076460318;6;01/07/2018;False
01076460318;4;01/07/2019;False
01076730314;1;01/07/2016;False
01076730314;1;01/07/2017;False
01076730314;1;01/07/2018;False
01076730314;1;01/07/2019;False
01076800315;8;01/07/2016;False
01076800315;8;01/07/2017;False
01076800315;8;01/07/2018;False
01076800315;8;01/07/2019;False
01076840329;1;01/07/2016;False
01076840329;1;01/07/2017;False
01076840329;1;01/07/2018;False
01076840329;1;01/07/2019;False
01076860327;5;01/07/2016;False
01076860327;4;01/07/2017;False
01076860327;4;01/07/2018;False
01076860327;4;01/07/2019;False
01076870318;3;01/07/2016;False
01076870318;1;01/07/2017;False
01076870318;1;01/07/2018;False
01076870318;1;01/07/2019;False
01076870326;3;01/07/2016;False
01076870326;3;01/07/2017;False
01076870326;1;01/07/2018;False
01076870326;1;01/07/2019;False
01077090312;1;01/07/2016;False
01077090312;1;01/07/2017;False
01077090312;1;01/07/2018;False
01077090312;1;01/07/2019;False
01077200325;6;01/07/2016;False
01077200325;6;01/07/2017;False
01077200325;6;01/07/2018;False
01077200325;6;01/07/2019;False
01077250312;1;01/07/2016;False
01077250312;1;01/07/2017;False
01077250312;1;01/07/2018;False
01077250312;1;01/07/2019;False
01077350310;1;01/07/2016;False
01077350310;1;01/07/2017;False
01077350310;1;01/07/2018;False
01077350310;1;01/07/2019;False
01077500310;5;01/07/2016;False
01077500310;6;01/07/2017;False
01077500310;5;01/07/2018;False
01077500310;5;01/07/2019;False
01077820312;1;01/07/2016;False
01077820312;1;01/07/2017;False
01077820312;1;01/07/2018;False
01077820312;1;01/07/2019;False
01077900312;4;01/07/2016;False
01077900312;5;01/07/2017;False
01077900312;4;01/07/2018;False
01077900312;3;01/07/2019;False
01077950317;8;01/07/2016;False
01077950317;5;01/07/2017;False
01077950317;5;01/07/2018;False
01077950317;4;01/07/2019;False
01077960316;5;01/07/2016;False
01077960316;6;01/07/2017;False
01077960316;7;01/07/2018;False
01077960316;7;01/07/2019;False
01078020318;4;01/07/2016;False
01078020318;5;01/07/2017;False
01078020318;5;01/07/2018;False
01078020318;5;01/07/2019;False
01078070313;8;01/07/2016;False
01078070313;8;01/07/2017;False
01078070313;8;01/07/2018;False
01078070313;8;01/07/2019;False
01078080312;1;01/07/2016;False
01078080312;1;01/07/2017;False
01078080312;1;01/07/2018;False
01078080312;1;01/07/2019;False
01078170311;5;01/07/2016;False
01078170311;5;01/07/2017;False
01078170311;5;01/07/2018;False
01078170311;5;01/07/2019;False
01078170329;5;01/07/2016;False
01078170329;5;01/07/2017;False
01078170329;5;01/07/2018;False
01078170329;5;01/07/2019;False
01078220322;6;01/07/2016;False
01078220322;6;01/07/2017;False
01078220322;4;01/07/2018;False
01078220322;5;01/07/2019;False
01078310321;1;01/07/2016;False
01078310321;1;01/07/2017;False
01078310321;1;01/07/2018;False
01078310321;1;01/07/2019;False
01078420328;3;01/07/2016;False
01078420328;3;01/07/2017;False
01078420328;1;01/07/2018;False
01078420328;1;01/07/2019;False
01078470323;1;01/07/2016;False
01078470323;1;01/07/2017;False
01078470323;1;01/07/2018;False
01078470323;1;01/07/2019;False
01078620323;3;01/07/2016;False
01078620323;4;01/07/2017;False
01078620323;3;01/07/2018;False
01078620323;3;01/07/2019;False
01078650304;8;01/07/2016;False
01078650304;8;01/07/2017;False
01078650304;7;01/07/2018;False
01078650304;8;01/07/2019;False
01078830328;5;01/07/2016;False
01078830328;6;01/07/2017;False
01078830328;6;01/07/2018;False
01078830328;6;01/07/2019;False
01078950324;7;01/07/2016;False
01078950324;7;01/07/2017;False
01078950324;7;01/07/2018;False
01078950324;6;01/07/2019;False
01079060313;8;01/07/2016;False
01079060313;8;01/07/2017;False
01079060313;8;01/07/2018;False
01079060313;8;01/07/2019;False
01079130306;3;01/07/2016;False
01079130306;5;01/07/2017;False
01079130306;3;01/07/2018;False
01079130306;3;01/07/2019;False
01079170328;1;01/07/2016;False
01079170328;1;01/07/2017;False
01079170328;1;01/07/2018;False
01079170328;1;01/07/2019;False
01079220933;4;01/07/2016;False
01079220933;3;01/07/2017;False
01079220933;5;01/07/2018;False
01079220933;3;01/07/2019;False
01079270318;1;01/07/2016;False
01079270318;1;01/07/2017;False
01079270318;1;01/07/2018;False
01079270318;1;01/07/2019;False
01079320329;6;01/07/2016;False
01079320329;6;01/07/2017;False
01079320329;6;01/07/2018;False
01079320329;6;01/07/2019;False
01079570931;5;01/07/2016;False
01079570931;5;01/07/2017;False
01079570931;6;01/07/2018;False
01079570931;4;01/07/2019;False
01079650311;1;01/07/2016;False
01079650311;1;01/07/2017;False
01079650311;1;01/07/2018;False
01079650311;1;01/07/2019;False
01079710073;1;01/07/2016;False
01079710073;1;01/07/2017;False
01079710073;1;01/07/2018;False
01079710073;1;01/07/2019;False
01079840318;5;01/07/2016;False
01079840318;5;01/07/2017;False
01079840318;6;01/07/2018;False
01079840318;6;01/07/2019;False
01079920326;5;01/07/2016;False
01079920326;5;01/07/2017;False
01079920326;6;01/07/2018;False
01079920326;5;01/07/2019;False
01080080326;1;01/07/2016;False
01080080326;1;01/07/2017;False
01080080326;1;01/07/2018;False
01080080326;1;01/07/2019;False
01080120312;1;01/07/2016;False
01080120312;6;01/07/2017;False
01080120312;7;01/07/2018;False
01080120312;6;01/07/2019;False
01080170317;5;01/07/2016;False
01080170317;6;01/07/2017;False
01080170317;6;01/07/2018;False
01080170317;5;01/07/2019;False
01080230301;1;01/07/2016;False
01080230301;1;01/07/2017;False
01080230301;1;01/07/2018;False
01080230301;1;01/07/2019;False
01080410317;4;01/07/2016;False
01080410317;6;01/07/2017;False
01080410317;7;01/07/2018;False
01080410317;5;01/07/2019;False
01080490327;7;01/07/2016;False
01080490327;8;01/07/2017;False
01080490327;8;01/07/2018;False
01080490327;8;01/07/2019;False
01080580937;6;01/07/2016;False
01080580937;6;01/07/2017;False
01080580937;6;01/07/2018;False
01080580937;6;01/07/2019;False
01080880311;7;01/07/2016;False
01080880311;8;01/07/2017;False
01080880311;8;01/07/2018;False
01080880311;8;01/07/2019;False
01080970310;8;01/07/2016;False
01080970310;8;01/07/2017;False
01080970310;8;01/07/2018;False
01080970310;8;01/07/2019;False
01081010314;5;01/07/2016;False
01081010314;5;01/07/2017;False
01081010314;6;01/07/2018;False
01081010314;6;01/07/2019;False
01081030320;1;01/07/2016;False
01081030320;1;01/07/2017;False
01081030320;1;01/07/2018;False
01081030320;1;01/07/2019;False
01081120311;7;01/07/2016;False
01081120311;7;01/07/2017;False
01081120311;8;01/07/2018;False
01081120311;8;01/07/2019;False
01081210310;5;01/07/2016;False
01081210310;6;01/07/2017;False
01081210310;6;01/07/2018;False
01081210310;6;01/07/2019;False
01081240317;1;01/07/2016;False
01081240317;1;01/07/2017;False
01081240317;1;01/07/2018;False
01081240317;1;01/07/2019;False
01081340315;8;01/07/2016;False
01081340315;6;01/07/2017;False
01081340315;5;01/07/2018;False
01081340315;8;01/07/2019;False
01081350314;1;01/07/2016;False
01081350314;1;01/07/2017;False
01081350314;1;01/07/2018;False
01081350314;1;01/07/2019;False
01081470310;1;01/07/2016;False
01081470310;1;01/07/2017;False
01081470310;1;01/07/2018;False
01081470310;1;01/07/2019;False
01081540310;1;01/07/2016;False
01081540310;1;01/07/2017;False
01081540310;1;01/07/2018;False
01081540310;1;01/07/2019;False
01081580316;5;01/07/2016;False
01081580316;4;01/07/2017;False
01081580316;4;01/07/2018;False
01081580316;4;01/07/2019;False
01081630319;3;01/07/2016;False
01081630319;3;01/07/2017;False
01081630319;3;01/07/2018;False
01081630319;2;01/07/2019;False
01081630327;1;01/07/2016;False
01081630327;1;01/07/2017;False
01081630327;1;01/07/2018;False
01081630327;1;01/07/2019;False
01081640318;1;01/07/2016;False
01081640318;1;01/07/2017;False
01081640318;1;01/07/2018;False
01081640318;1;01/07/2019;False
01081650317;1;01/07/2016;False
01081650317;1;01/07/2017;False
01081650317;1;01/07/2018;False
01081650317;1;01/07/2019;False
01081700328;1;01/07/2016;False
01081700328;1;01/07/2017;False
01081700328;1;01/07/2018;False
01081700328;1;01/07/2019;False
01081860320;7;01/07/2016;False
01081860320;8;01/07/2017;False
01081860320;8;01/07/2018;False
01081860320;8;01/07/2019;False
01082080936;5;01/07/2016;False
01082080936;5;01/07/2017;False
01082080936;6;01/07/2018;False
01082080936;5;01/07/2019;False
01082100320;7;01/07/2016;False
01082100320;7;01/07/2017;False
01082100320;6;01/07/2018;False
01082100320;6;01/07/2019;False
01082120328;4;01/07/2016;False
01082120328;6;01/07/2017;False
01082120328;6;01/07/2018;False
01082120328;4;01/07/2019;False
01082160316;1;01/07/2016;False
01082160316;1;01/07/2017;False
01082160316;1;01/07/2018;False
01082160316;1;01/07/2019;False
01082220326;1;01/07/2016;False
01082220326;1;01/07/2017;False
01082220326;1;01/07/2018;False
01082220326;1;01/07/2019;False
01082390327;5;01/07/2016;False
01082390327;7;01/07/2017;False
01082390327;7;01/07/2018;False
01082390327;9;01/07/2019;False
01082400316;8;01/07/2016;False
01082400316;8;01/07/2017;False
01082400316;8;01/07/2018;False
01082400316;8;01/07/2019;False
01082560325;8;01/07/2016;False
01082560325;8;01/07/2017;False
01082560325;8;01/07/2018;False
01082560325;8;01/07/2019;False
01082590314;1;01/07/2016;False
01082590314;1;01/07/2017;False
01082590314;1;01/07/2018;False
01082590314;1;01/07/2019;False
01082600329;6;01/07/2016;False
01082600329;4;01/07/2017;False
01082600329;4;01/07/2018;False
01082600329;6;01/07/2019;False
01082630318;5;01/07/2016;False
01082630318;5;01/07/2017;False
01082630318;4;01/07/2018;False
01082630318;5;01/07/2019;False
01082760321;5;01/07/2016;False
01082760321;5;01/07/2017;False
01082760321;5;01/07/2018;False
01082760321;5;01/07/2019;False
01083000313;1;01/07/2016;False
01083000313;1;01/07/2017;False
01083000313;1;01/07/2018;False
01083000313;1;01/07/2019;False
01083350320;8;01/07/2016;False
01083350320;8;01/07/2017;False
01083350320;8;01/07/2018;False
01083350320;8;01/07/2019;False
01083370328;5;01/07/2016;False
01083370328;5;01/07/2017;False
01083370328;5;01/07/2018;False
01083370328;5;01/07/2019;False
01083450328;8;01/07/2016;False
01083450328;8;01/07/2017;False
01083450328;8;01/07/2018;False
01083450328;8;01/07/2019;False
01083460939;1;01/07/2016;False
01083460939;1;01/07/2017;False
01083460939;1;01/07/2018;False
01083460939;1;01/07/2019;False
01083510329;5;01/07/2016;False
01083510329;4;01/07/2017;False
01083510329;5;01/07/2018;False
01083510329;5;01/07/2019;False
01083690329;6;01/07/2016;False
01083690329;7;01/07/2017;False
01083690329;7;01/07/2018;False
01083690329;7;01/07/2019;False
01083810315;3;01/07/2016;False
01083810315;3;01/07/2017;False
01083810315;3;01/07/2018;False
01083810315;3;01/07/2019;False
01083840320;5;01/07/2016;False
01083840320;5;01/07/2017;False
01083840320;1;01/07/2018;False
01083840320;1;01/07/2019;False
01083870327;5;01/07/2016;False
01083870327;4;01/07/2017;False
01083870327;4;01/07/2018;False
01083870327;3;01/07/2019;False
01083870939;6;01/07/2016;False
01083870939;4;01/07/2017;False
01083870939;5;01/07/2018;False
01083870939;5;01/07/2019;False
01083880938;1;01/07/2016;False
01083880938;1;01/07/2017;False
01083880938;1;01/07/2018;False
01083880938;1;01/07/2019;False
01083990315;1;01/07/2016;False
01083990315;1;01/07/2017;False
01083990315;1;01/07/2018;False
01083990315;1;01/07/2019;False
01084060936;6;01/07/2016;False
01084060936;8;01/07/2017;False
01084060936;8;01/07/2018;False
01084060936;8;01/07/2019;False
01084140324;7;01/07/2016;False
01084140324;7;01/07/2017;False
01084140324;4;01/07/2018;False
01084140324;7;01/07/2019;False
01084190329;5;01/07/2016;False
01084190329;5;01/07/2017;False
01084190329;4;01/07/2018;False
01084190329;4;01/07/2019;False
01084260312;1;01/07/2016;False
01084260312;1;01/07/2017;False
01084260312;1;01/07/2018;False
01084260312;1;01/07/2019;False
01084320314;7;01/07/2016;False
01084320314;7;01/07/2017;False
01084320314;7;01/07/2018;False
01084320314;8;01/07/2019;False
01084360310;7;01/07/2016;False
01084360310;7;01/07/2017;False
01084360310;6;01/07/2018;False
01084360310;6;01/07/2019;False
01084460326;4;01/07/2016;False
01084460326;4;01/07/2017;False
01084460326;4;01/07/2018;False
01084460326;8;01/07/2019;False
01084610938;8;01/07/2016;False
01084610938;8;01/07/2017;False
01084610938;9;01/07/2018;False
01084610938;9;01/07/2019;False
01084630316;1;01/07/2016;False
01084630316;1;01/07/2017;False
01084630316;1;01/07/2018;False
01084630316;1;01/07/2019;False
01084680931;5;01/07/2016;False
01084680931;6;01/07/2017;False
01084680931;7;01/07/2018;False
01084680931;6;01/07/2019;False
01084700317;8;01/07/2016;False
01084700317;8;01/07/2017;False
01084700317;8;01/07/2018;False
01084700317;8;01/07/2019;False
01084800315;6;01/07/2016;False
01084800315;6;01/07/2017;False
01084800315;6;01/07/2018;False
01084800315;5;01/07/2019;False
01084810314;5;01/07/2016;False
01084810314;4;01/07/2017;False
01084810314;4;01/07/2018;False
01084810314;4;01/07/2019;False
01084900305;7;01/07/2016;False
01084900305;8;01/07/2017;False
01084900305;8;01/07/2018;False
01084900305;8;01/07/2019;False
01084910312;9;01/07/2016;False
01084910312;9;01/07/2017;False
01084910312;9;01/07/2018;False
01084910312;9;01/07/2019;False
01085080321;3;01/07/2016;False
01085080321;4;01/07/2017;False
01085080321;2;01/07/2018;False
01085080321;3;01/07/2019;False
01085120325;8;01/07/2016;False
01085120325;8;01/07/2017;False
01085120325;8;01/07/2018;False
01085120325;7;01/07/2019;False
01085180311;3;01/07/2016;False
01085180311;3;01/07/2017;False
01085180311;3;01/07/2018;False
01085180311;1;01/07/2019;False
01085330312;0;01/07/2016;False
01085330312;0;01/07/2017;False
01085330312;0;01/07/2018;False
01085330312;0;01/07/2019;False
01085380317;1;01/07/2016;False
01085380317;1;01/07/2017;False
01085380317;1;01/07/2018;False
01085380317;1;01/07/2019;False
01085440327;7;01/07/2016;False
01085440327;6;01/07/2017;False
01085440327;4;01/07/2018;False
01085440327;3;01/07/2019;False
01085490314;4;01/07/2016;False
01085490314;3;01/07/2017;False
01085490314;3;01/07/2018;False
01085490314;3;01/07/2019;False
01085520250;5;01/07/2016;False
01085520250;7;01/07/2017;False
01085520250;7;01/07/2018;False
01085520250;7;01/07/2019;False
01085840310;7;01/07/2016;False
01085840310;5;01/07/2017;False
01085840310;6;01/07/2018;False
01085840310;2;01/07/2019;False
01085870317;1;01/07/2016;False
01085870317;1;01/07/2017;False
01085870317;1;01/07/2018;False
01085870317;1;01/07/2019;False
01086270939;1;01/07/2016;False
01086270939;1;01/07/2017;False
01086270939;1;01/07/2018;False
01086270939;1;01/07/2019;False
01086290325;1;01/07/2016;False
01086290325;1;01/07/2017;False
01086290325;1;01/07/2018;False
01086290325;1;01/07/2019;False
01086370317;8;01/07/2016;False
01086370317;8;01/07/2017;False
01086370317;8;01/07/2018;False
01086370317;8;01/07/2019;False
01086450325;5;01/07/2016;False
01086450325;4;01/07/2017;False
01086450325;3;01/07/2018;False
01086450325;3;01/07/2019;False
01086460936;5;01/07/2016;False
01086460936;5;01/07/2017;False
01086460936;4;01/07/2018;False
01086460936;5;01/07/2019;False
01086650312;8;01/07/2016;False
01086650312;8;01/07/2017;False
01086650312;8;01/07/2018;False
01086650312;8;01/07/2019;False
01086820311;5;01/07/2016;False
01086820311;6;01/07/2017;False
01086820311;5;01/07/2018;False
01086820311;5;01/07/2019;False
01086850938;5;01/07/2016;False
01086850938;5;01/07/2017;False
01086850938;5;01/07/2018;False
01086850938;5;01/07/2019;False
01086960323;8;01/07/2016;False
01086960323;7;01/07/2017;False
01086960323;8;01/07/2018;False
01086960323;7;01/07/2019;False
01087000319;1;01/07/2016;False
01087000319;1;01/07/2017;False
01087000319;1;01/07/2018;False
01087000319;1;01/07/2019;False
01087010318;5;01/07/2016;False
01087010318;5;01/07/2017;False
01087010318;5;01/07/2018;False
01087010318;3;01/07/2019;False
01087020325;5;01/07/2016;False
01087020325;5;01/07/2017;False
01087020325;5;01/07/2018;False
01087020325;4;01/07/2019;False
01087040315;8;01/07/2016;False
01087040315;8;01/07/2017;False
01087040315;4;01/07/2018;False
01087040315;4;01/07/2019;False
01087180327;5;01/07/2016;False
01087180327;5;01/07/2017;False
01087180327;5;01/07/2018;False
01087180327;6;01/07/2019;False
01087200315;1;01/07/2016;False
01087200315;1;01/07/2017;False
01087200315;1;01/07/2018;False
01087200315;1;01/07/2019;False
01087220313;1;01/07/2016;False
01087220313;1;01/07/2017;False
01087220313;1;01/07/2018;False
01087220313;1;01/07/2019;False
01087370316;6;01/07/2016;False
01087370316;7;01/07/2017;False
01087370316;6;01/07/2018;False
01087370316;5;01/07/2019;False
01087390314;1;01/07/2016;False
01087390314;1;01/07/2017;False
01087390314;1;01/07/2018;False
01087390314;1;01/07/2019;False
01087540314;3;01/07/2016;False
01087540314;3;01/07/2017;False
01087540314;3;01/07/2018;False
01087540314;4;01/07/2019;False
01087560312;5;01/07/2016;False
01087560312;6;01/07/2017;False
01087560312;6;01/07/2018;False
01087560312;6;01/07/2019;False
01087710321;8;01/07/2016;False
01087710321;8;01/07/2017;False
01087710321;8;01/07/2018;False
01087710321;8;01/07/2019;False
01087730311;6;01/07/2016;False
01087730311;6;01/07/2017;False
01087730311;7;01/07/2018;False
01087730311;7;01/07/2019;False
01088070311;7;01/07/2016;False
01088070311;7;01/07/2017;False
01088070311;8;01/07/2018;False
01088070311;7;01/07/2019;False
01088210313;6;01/07/2016;False
01088210313;6;01/07/2017;False
01088210313;7;01/07/2018;False
01088210313;7;01/07/2019;False
01088310311;1;01/07/2016;False
01088310311;1;01/07/2017;False
01088310311;1;01/07/2018;False
01088310311;1;01/07/2019;False
01088310329;1;01/07/2016;False
01088310329;1;01/07/2017;False
01088310329;1;01/07/2018;False
01088310329;1;01/07/2019;False
01088470313;1;01/07/2016;False
01088470313;1;01/07/2017;False
01088470313;1;01/07/2018;False
01088470313;1;01/07/2019;False
01088520315;1;01/07/2016;False
01088520315;1;01/07/2017;False
01088520315;1;01/07/2018;False
01088520315;1;01/07/2019;False
01088590318;4;01/07/2016;False
01088590318;7;01/07/2017;False
01088590318;7;01/07/2018;False
01088590318;7;01/07/2019;False
01088600323;1;01/07/2016;False
01088600323;1;01/07/2017;False
01088600323;1;01/07/2018;False
01088600323;1;01/07/2019;False
01088660327;7;01/07/2016;False
01088660327;8;01/07/2017;False
01088660327;8;01/07/2018;False
01088660327;8;01/07/2019;False
01088710312;7;01/07/2016;False
01088710312;7;01/07/2017;False
01088710312;4;01/07/2018;False
01088710312;7;01/07/2019;False
01088790322;4;01/07/2016;False
01088790322;5;01/07/2017;False
01088790322;5;01/07/2018;False
01088790322;6;01/07/2019;False
01088820327;6;01/07/2016;False
01088820327;7;01/07/2017;False
01088820327;4;01/07/2018;False
01088820327;4;01/07/2019;False
01088850316;8;01/07/2016;False
01088850316;8;01/07/2017;False
01088850316;8;01/07/2018;False
01088850316;8;01/07/2019;False
01088880313;5;01/07/2016;True
01088880313;6;01/07/2017;True
01088880313;6;01/07/2018;True
01088880313;6;01/07/2019;True
01088920325;1;01/07/2016;False
01088920325;1;01/07/2017;False
01088920325;1;01/07/2018;False
01088920325;1;01/07/2019;False
01088930316;1;01/07/2016;False
01088930316;1;01/07/2017;False
01088930316;1;01/07/2018;False
01088930316;1;01/07/2019;False
01088970312;1;01/07/2016;False
01088970312;1;01/07/2017;False
01088970312;1;01/07/2018;False
01088970312;1;01/07/2019;False
01088990930;7;01/07/2016;False
01088990930;7;01/07/2017;False
01088990930;6;01/07/2018;False
01088990930;7;01/07/2019;False
01089050320;8;01/07/2016;False
01089050320;8;01/07/2017;False
01089050320;8;01/07/2018;False
01089050320;7;01/07/2019;False
01089080319;3;01/07/2016;False
01089080319;3;01/07/2017;False
01089080319;3;01/07/2018;False
01089080319;3;01/07/2019;False
01089190316;4;01/07/2016;False
01089190316;4;01/07/2017;False
